customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C105463,Female,0,Yes,No,49,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),48.96,2400.34,No
C105464,Male,0,Yes,Yes,29,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,115.1,3340.13,No
C105465,Male,0,No,No,66,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.87,5332.98,No
C105466,Female,1,Yes,No,35,No,Yes,No,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),52.53,1834.61,No
C105467,Male,1,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,99.45,2681.38,No
C105468,Male,1,No,No,23,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.39,2490.86,Yes
C105469,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,37.99,1979.97,No
C105470,Male,0,Yes,No,30,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,83.85,2514.48,No
C105471,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,57.23,633.66,Yes
C105472,Female,0,No,Yes,10,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),27.04,269.51,No
C105473,Male,1,Yes,No,2,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No internet service,One year,Yes,Mailed check,81.45,162.64,No
C105474,Male,0,No,Yes,6,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),113.41,676.66,No
C105475,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),36.14,1009.65,No
C105476,Male,0,Yes,Yes,37,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,38.29,1412.36,Yes
C105477,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,One year,No,Credit card (automatic),116.14,227.49,No
C105478,Female,1,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,32.33,741.6,No
C105479,Male,1,No,Yes,12,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,43.57,519.35,No
C105480,Male,0,No,No,12,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.57,1147.47,Yes
C105481,Female,0,No,Yes,3,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),103.87,313.07,No
C105482,Male,0,Yes,No,37,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,22.88,847.14,No
C105483,Female,0,Yes,No,39,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),66.02,2574.84,No
C105484,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),29.65,591.55,No
C105485,Female,0,No,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,47.44,2185.69,No
C105486,Female,0,No,No,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),62.89,502.58,No
C105487,Male,1,No,No,0,Yes,No,No,No internet service,Yes,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),33.84,1.84,Yes
C105488,Male,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.46,3438.96,No
C105489,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,Yes,Electronic check,42.58,719.59,No
C105490,Male,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),111.67,1228.69,No
C105491,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.12,333.34,No
C105492,Female,0,No,No,50,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,51.01,2552.66,No
C105493,Female,0,No,No,0,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,62.35,1.9,No
C105494,Male,1,Yes,Yes,17,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,51.01,864.08,No
C105495,Male,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,82.82,4967.9,No
C105496,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),34.64,103.31,No
C105497,Female,0,Yes,No,18,No,No,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,No,Electronic check,36.46,651.69,No
C105498,Female,0,No,Yes,21,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),79.92,1681.77,Yes
C105499,Male,0,No,No,19,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),114.04,2165.98,Yes
C105500,Male,0,Yes,No,66,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Mailed check,76.8,5071.68,No
C105501,Male,0,Yes,No,61,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),116.38,7097.34,Yes
C105502,Female,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.88,473.27,No
C105503,Male,1,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),57.28,1600.45,No
C105504,Female,0,Yes,No,15,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No,One year,No,Mailed check,58.13,874.62,Yes
C105505,Female,0,No,Yes,57,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),77.24,4401.97,No
C105506,Female,0,No,Yes,53,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Two year,Yes,Electronic check,74.28,3939.49,No
C105507,Female,0,No,No,51,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),41.63,2127.38,Yes
C105508,Male,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,One year,Yes,Mailed check,30.78,1386.31,Yes
C105509,Female,0,No,Yes,66,Yes,No,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,113.77,7513.61,Yes
C105510,Male,1,Yes,Yes,29,Yes,No,No,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,21.43,625.27,No
C105511,Male,0,Yes,Yes,28,Yes,No phone service,No,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,47.26,1326.67,Yes
C105512,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),86.72,1652.49,No
C105513,Female,0,No,No,38,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,98.26,3730.38,No
C105514,Male,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.01,1159.71,No
C105515,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),69.66,488.76,No
C105516,Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,50.06,2048.67,No
C105517,Female,0,Yes,No,30,No,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.63,2600.94,Yes
C105518,Male,0,Yes,Yes,6,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),63.89,381.91,Yes
C105519,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,116.34,1281.98,Yes
C105520,Female,0,No,No,49,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.5,5365.6,No
C105521,Male,0,Yes,No,64,No,No,No,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),91.28,5845.74,Yes
C105522,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,48.51,1943.01,No
C105523,Male,0,No,No,50,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Mailed check,83.77,4184.47,Yes
C105524,Female,0,No,No,41,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,82.69,3387.68,No
C105525,Male,0,No,Yes,54,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,23.05,1245.74,Yes
C105526,Female,0,Yes,Yes,70,No,Yes,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),84.7,5928.57,No
C105527,Male,0,No,No,55,No,No,No,Yes,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),35.14,1929.87,Yes
C105528,Female,0,Yes,Yes,61,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,27.77,1692.09,Yes
C105529,Female,0,Yes,No,6,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),64.59,390.38,No
C105530,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.23,2851.65,No
C105531,Male,0,Yes,No,4,Yes,No phone service,No,Yes,No,Yes,No,No internet service,No,Two year,Yes,Mailed check,55.88,219.22,No
C105532,Female,1,No,No,28,Yes,No phone service,No,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,86.16,2415.38,Yes
C105533,Female,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Two year,No,Credit card (automatic),110.09,3081.1,No
C105534,Female,1,No,Yes,58,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,116.08,6731.82,Yes
C105535,Female,0,No,No,72,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,117.44,8453.59,No
C105536,Male,0,No,Yes,69,Yes,No,DSL,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.58,6523.74,No
C105537,Female,0,No,No,0,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.01,-0.22,Yes
C105538,Female,0,Yes,Yes,34,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,61.43,2091.08,Yes
C105539,Female,0,No,No,28,No,No,DSL,No,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),19.53,549.3,No
C105540,Male,0,No,No,40,Yes,Yes,No,No,No,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),108.24,4330.35,No
C105541,Female,0,No,No,12,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),46.12,557.63,No
C105542,Male,0,No,No,32,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),85.9,2747.2,No
C105543,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Two year,No,Mailed check,100.75,1311.95,No
C105544,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,No,Credit card (automatic),47.61,2860.02,No
C105545,Female,0,No,No,59,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,56.19,3317.84,No
C105546,Male,0,Yes,No,31,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.78,1949.98,No
C105547,Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),105.41,5800.13,Yes
C105548,Female,0,Yes,No,8,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.38,172.99,No
C105549,Male,0,No,No,72,Yes,No,No,Yes,No,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),99.87,7188.01,No
C105550,Male,0,Yes,No,5,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,59.85,298.7,No
C105551,Male,0,No,No,46,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,80.28,3688.65,No
C105552,Male,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),33.9,2205.15,No
C105553,Female,0,Yes,No,38,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.06,1253.76,Yes
C105554,Male,0,No,No,9,Yes,No phone service,DSL,No,No,No internet service,No,No,No,Two year,No,Mailed check,63.23,573.68,No
C105555,Female,0,Yes,No,61,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),89.64,5469.86,Yes
C105556,Male,1,Yes,No,64,Yes,No,DSL,No internet service,No,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,95.62,6115.89,No
C105557,Male,0,No,No,37,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),42.79,1581.38,No
C105558,Male,0,No,No,48,No,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.36,4097.15,No
C105559,Female,0,No,Yes,57,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.26,3097.32,No
C105560,Male,0,No,No,71,No,No,Fiber optic,No internet service,No,No,No,No,No,One year,No,Bank transfer (automatic),113.63,8070.37,No
C105561,Male,1,Yes,No,10,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,81.77,819.73,No
C105562,Female,1,Yes,No,10,Yes,No,No,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.23,305.58,No
C105563,Male,0,No,No,51,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),113.78,5801.69,No
C105564,Female,0,No,No,57,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),82.34,4689.82,No
C105565,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,42.51,2425.01,Yes
C105566,Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.33,793.17,No
C105567,Male,0,No,No,40,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),103.81,4157.13,Yes
C105568,Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),39.06,702.62,No
C105569,Female,0,Yes,Yes,6,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,55.0,327.26,No
C105570,Male,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),117.51,4343.2,No
C105571,Male,0,No,Yes,65,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,29.23,1901.36,No
C105572,Female,0,No,Yes,5,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),109.26,548.61,No
C105573,Female,0,No,Yes,0,No,No phone service,No,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.85,-1.43,No
C105574,Female,0,Yes,Yes,28,Yes,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,79.96,2239.12,Yes
C105575,Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,33.69,571.63,No
C105576,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,One year,No,Credit card (automatic),57.52,-2.62,No
C105577,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,115.64,1623.56,No
C105578,Male,0,No,Yes,68,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),91.44,6216.83,No
C105579,Female,0,No,No,43,Yes,No phone service,No,No,No internet service,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),115.55,4973.01,No
C105580,Female,0,No,No,27,No,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),42.57,1147.48,No
C105581,Female,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),63.25,2084.45,No
C105582,Female,0,Yes,No,65,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),59.74,3879.06,No
C105583,Male,0,Yes,No,21,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.53,1582.09,No
C105584,Female,0,No,No,20,Yes,No,DSL,Yes,No,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),66.12,1318.84,Yes
C105585,Male,0,Yes,Yes,2,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),19.07,35.38,No
C105586,Female,1,Yes,No,49,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,103.98,5099.57,Yes
C105587,Male,0,No,No,16,No,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,One year,No,Electronic check,50.16,805.13,Yes
C105588,Male,0,Yes,No,27,No,Yes,Fiber optic,Yes,No,No,No internet service,No,No,Two year,Yes,Electronic check,56.59,1528.25,No
C105589,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Mailed check,115.66,461.26,Yes
C105590,Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,68.22,4094.15,Yes
C105591,Male,1,Yes,Yes,46,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,52.11,2395.28,No
C105592,Male,0,No,Yes,32,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),118.25,3786.25,Yes
C105593,Male,0,Yes,Yes,37,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No internet service,One year,No,Credit card (automatic),40.79,1508.3,Yes
C105594,Male,0,Yes,No,21,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,87.65,1844.38,No
C105595,Male,0,No,No,33,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,Yes,One year,No,Mailed check,101.93,3363.09,Yes
C105596,Female,0,Yes,No,11,Yes,No,No,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,66.94,738.38,No
C105597,Male,0,No,No,30,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.98,1919.96,No
C105598,Male,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,62.95,2582.1,Yes
C105599,Male,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,97.56,4686.83,Yes
C105600,Male,0,No,Yes,29,Yes,No phone service,No,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),51.6,1501.0,No
C105601,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,111.28,329.85,No
C105602,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,Yes,Mailed check,117.18,1058.23,No
C105603,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,70.92,1272.12,No
C105604,Female,0,No,Yes,1,No,No,DSL,No internet service,No,No,Yes,Yes,No internet service,One year,Yes,Mailed check,117.81,115.58,No
C105605,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,76.23,1829.9,No
C105606,Female,0,No,No,40,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,34.15,1368.67,No
C105607,Female,0,No,No,65,Yes,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.0,5458.02,No
C105608,Male,0,Yes,Yes,35,Yes,Yes,No,No internet service,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),38.77,1356.12,No
C105609,Female,0,No,Yes,20,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,91.34,1831.62,No
C105610,Female,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),81.17,2432.02,No
C105611,Male,0,Yes,No,5,No,Yes,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Credit card (automatic),89.43,448.91,No
C105612,Male,0,Yes,No,63,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),70.69,4455.58,No
C105613,Male,0,No,No,51,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No,Yes,Two year,No,Electronic check,114.0,5816.99,No
C105614,Female,0,Yes,No,9,Yes,No,No,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),30.06,275.35,No
C105615,Female,1,No,No,57,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),43.54,2480.25,Yes
C105616,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),51.93,1039.66,No
C105617,Male,0,No,Yes,12,Yes,No,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),61.56,740.05,No
C105618,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),113.35,4763.77,Yes
C105619,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),101.7,4370.57,No
C105620,Male,0,Yes,No,71,No,Yes,DSL,Yes,No internet service,No,No,Yes,No,One year,Yes,Credit card (automatic),89.11,6323.28,No
C105621,Female,0,No,No,52,No,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),113.65,5907.49,No
C105622,Female,0,No,No,27,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),81.6,2201.09,Yes
C105623,Female,0,No,Yes,41,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),54.94,2248.73,Yes
C105624,Female,0,Yes,No,65,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,60.0,3900.03,No
C105625,Female,0,Yes,No,44,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,47.41,2088.15,Yes
C105626,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,110.69,6859.66,No
C105627,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,64.07,764.97,No
C105628,Female,0,No,No,8,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,101.98,813.26,Yes
C105629,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),23.71,1617.07,No
C105630,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,19.45,139.61,No
C105631,Female,0,No,No,26,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,23.7,620.2,No
C105632,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),97.69,199.07,No
C105633,Female,0,Yes,No,72,Yes,No,DSL,No,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,59.04,4254.84,No
C105634,Male,0,Yes,No,3,No,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.66,312.08,No
C105635,Male,0,No,No,61,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,68.44,4175.25,No
C105636,Male,0,Yes,No,48,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,80.7,3875.32,No
C105637,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,73.26,2046.47,No
C105638,Male,1,Yes,No,28,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),35.47,997.15,No
C105639,Male,0,Yes,No,28,No,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),117.9,3302.58,No
